,index,userId,movieId,rating,timestamp,userIdEncoded,movieIdEncoded,mean_rating
6994,9728,64,3301,3.0,1161565752,63,706,3.5238095238095237
19559,28020,192,296,3.0,835128552,191,94,4.197068403908795
54858,81574,517,595,4.0,1487956653,516,180,3.7705479452054793
15896,22633,154,122904,5.0,1486297099,153,1223,3.8333333333333335
29897,42827,288,3755,2.0,979163363,287,757,3.1704545454545454
8844,12363,76,56782,3.5,1439167973,75,1085,4.142857142857143
34492,50199,324,3979,1.0,974906667,323,778,2.5
39450,56693,377,1269,4.5,1340345468,376,342,3.8793103448275863
58062,86058,559,420,3.0,845475987,558,132,2.7203389830508473
65653,98806,608,733,4.0,1117408408,607,199,3.6404958677685952
42331,61377,404,272,3.0,838376221,403,86,3.7580645161290325
49699,73243,474,590,3.5,1100292189,473,176,3.8353658536585367
16237,23148,159,1259,2.0,1508640372,158,335,4.0054945054945055
26037,36936,249,56174,4.0,1353801085,248,1081,3.4838709677419355
43179,62599,414,762,2.0,961439433,413,206,2.4146341463414633
4666,6593,45,1221,4.0,950723493,44,313,4.25968992248062
53890,80105,503,2028,3.0,1335219392,502,492,4.1462765957446805
44815,65955,425,762,2.5,1085476645,424,206,2.4146341463414633
23642,33601,227,49272,3.5,1447210566,226,1051,3.9444444444444446
42344,61390,404,364,3.0,838375864,403,118,3.941860465116279
64518,96436,603,1320,4.0,963177853,602,361,3.148936170212766
964,1410,14,367,1.0,835441210,13,119,3.1847133757961785
51925,77425,483,1907,3.5,1181495841,482,454,3.566666666666667
38094,54805,362,4993,5.0,1530639759,361,848,4.106060606060606
22418,31912,219,8641,4.5,1195349111,218,966,3.7719298245614037
13077,18835,122,50,5.0,1461561151,121,25,4.237745098039215
20876,29671,202,2762,5.0,974924703,201,627,3.893854748603352
21518,30586,213,58559,4.5,1316195746,212,1088,4.238255033557047
24193,34300,232,8622,4.0,1247190446,231,964,3.4864864864864864
3956,5638,40,434,3.0,832058959,39,135,3.0346534653465347
2581,3754,22,54503,3.5,1268727474,21,1074,3.8636363636363638
63835,95307,600,1278,4.0,1237858405,599,349,3.9927536231884058
27266,38829,266,2916,5.0,946768439,265,644,3.653409090909091
40580,58600,382,1201,4.5,1515160728,381,300,4.145833333333333
28269,40551,274,78499,4.5,1284686435,273,1135,4.109090909090909
12758,18433,117,410,3.0,844162870,116,130,3.1011904761904763
51717,77192,482,8361,4.5,1105396655,481,956,3.05
25718,36464,249,1240,4.0,1346757874,248,323,3.8969465648854964
64986,97444,606,480,2.5,1173644082,605,148,3.75
30611,44003,294,349,2.0,966633961,293,111,3.6045454545454545
1140,1607,16,1213,3.5,1377476956,15,308,4.25
63636,94918,599,102125,3.0,1498523185,598,1188,3.5625
60094,89056,577,39,3.0,945964946,576,20,3.293269230769231
29191,41784,284,353,3.0,832695327,283,113,3.609375
13905,19983,132,858,3.0,1157920986,131,223,4.2890625
47039,68743,448,555,4.0,1079688049,447,169,3.8
62088,91618,594,2571,5.0,1109036795,593,592,4.192446043165468
56554,83789,534,33004,4.5,1459794869,533,998,3.4204545454545454
5048,7097,49,1214,4.0,1493093185,48,309,3.969178082191781
28436,40792,275,2599,2.0,1049076470,274,597,3.6607142857142856
27423,39049,269,743,3.0,850865585,268,202,2.5172413793103448
5968,8499,57,3740,4.0,969754569,56,752,3.857142857142857
23369,33215,226,1954,3.5,1097545224,225,466,3.828125
4156,5881,42,21,4.0,996219086,41,11,3.49438202247191
32659,47216,307,3897,5.0,1186084768,306,769,3.8674698795180724
43653,63498,414,3753,3.0,962892062,413,756,3.448529411764706
21192,30112,210,72998,5.0,1517173098,209,1128,3.6030927835051547
35556,51503,332,3671,3.0,1352672855,331,744,3.935483870967742
43794,64135,414,6373,2.5,1103335744,413,910,3.316901408450704
49796,73421,474,1213,3.5,1053021608,473,308,4.25
39436,56677,377,926,4.5,1340343456,376,244,4.229166666666667
8719,12221,75,1253,4.0,1158982941,74,331,3.82
12358,17931,112,300,0.5,1513989999,111,95,3.5185185185185186
24386,34814,233,4239,3.5,1529334254,232,805,3.8137254901960786
33737,48878,317,5418,3.0,1430598370,316,869,3.8169642857142856
23405,33263,226,2502,5.0,1095663118,225,586,4.090425531914893
24361,34788,233,1298,4.0,1529334144,232,356,3.760869565217391
6953,9684,64,2706,2.5,1161520644,63,615,3.378640776699029
60977,90164,586,68954,5.0,1529903132,585,1118,4.004761904761905
7515,10422,68,317,2.5,1158533037,67,100,3.2037037037037037
970,1418,14,480,3.0,835441262,13,148,3.75
38783,55896,369,1196,4.0,1237081881,368,295,4.2156398104265405
63454,94089,599,5956,3.0,1498525573,598,894,3.518181818181818
25111,35715,241,858,4.5,1447536095,240,223,4.2890625
38704,55725,368,2762,4.0,971275394,367,627,3.893854748603352
45925,67282,434,48516,5.0,1270603479,433,1048,4.252336448598131
30461,43744,292,6539,4.0,1219624973,291,917,3.778523489932886
18468,26196,182,593,4.5,1054783612,181,178,4.161290322580645
24728,35272,238,2023,5.0,1007932083,237,491,3.3555555555555556
11510,16311,105,2571,4.0,1446571567,104,592,4.192446043165468
35949,51981,338,5952,3.0,1530148450,337,892,4.0212765957446805
31972,46074,305,1954,5.0,1513199505,304,466,3.828125
46999,68696,448,303,3.0,1057592358,447,96,2.953125
38313,55093,365,99114,3.0,1488333594,364,1187,3.943661971830986
62743,92624,599,2,2.5,1498514085,598,1,3.4318181818181817
50596,75526,477,1080,4.0,1200940037,476,270,3.9269662921348316
53658,79811,497,1206,4.0,1430332452,496,303,3.995833333333333
44556,65608,421,1207,4.5,1311495223,420,304,4.120689655172414
15491,22109,145,318,3.0,832105216,144,101,4.429022082018927
4802,6761,45,3253,4.0,950740394,44,693,3.4754098360655736
49117,72453,469,1,4.0,965336888,468,0,3.9209302325581397
25587,36305,247,109487,4.0,1467644095,246,1204,3.993150684931507
44987,66140,425,6593,3.0,1114173461,424,919,3.2083333333333335
50697,75657,477,2375,4.0,1200946526,476,555,2.9285714285714284
55925,82952,525,48780,4.0,1476476532,524,1050,4.0055555555555555
54582,81119,514,1079,4.0,1536456448,513,269,3.9225352112676055
3334,4869,30,95510,5.0,1500370369,29,1179,3.25
61913,91407,593,377,2.5,1181007844,592,126,3.5292397660818713
56519,83738,534,5574,5.0,1459788639,533,878,3.519230769230769
64382,96162,603,253,3.0,963176251,602,79,3.458715596330275
16992,24117,167,1527,5.0,1154719029,166,403,3.7456896551724137
14626,20883,138,2826,2.5,1222676027,137,636,2.9038461538461537
49750,73336,474,968,4.0,1100291775,473,247,3.75
29266,41871,286,377,4.0,1119562872,285,126,3.5292397660818713
504,753,6,434,4.0,845553200,5,135,3.0346534653465347
54620,81170,514,1517,3.5,1533872919,513,402,3.535
5776,8212,57,1223,4.0,965796255,56,315,4.089285714285714
20996,29857,204,5218,4.0,1327182607,203,857,3.6882352941176473
25314,35974,246,163,4.5,1353864552,245,49,3.5606060606060606
1191,1666,16,91529,4.5,1377477940,15,1168,3.9934210526315788
53711,79869,498,364,5.0,839197341,497,118,3.941860465116279
61633,91031,590,4890,2.0,1258417063,589,841,3.032258064516129
57519,85172,553,5989,5.0,1230773849,552,896,3.9217391304347826
50411,75302,475,59315,4.0,1498029415,474,1090,3.824468085106383
31820,45907,304,1907,4.0,920201350,303,454,3.566666666666667
7552,10461,68,531,2.5,1269122037,67,161,3.25
29121,41705,283,150,5.0,901227857,282,43,3.845771144278607
15492,22110,145,329,3.0,832105216,144,103,3.3935185185185186
39639,56969,380,653,3.0,1493667559,379,190,3.0923076923076924
49421,72860,469,3255,3.0,965425762,468,695,3.466666666666667
33947,49154,318,2571,3.5,1235479423,317,592,4.192446043165468
11794,16822,105,112552,4.0,1446571942,104,1209,4.0394736842105265
26276,37561,254,150,4.0,1180446349,253,43,3.845771144278607
33709,48849,317,2571,4.0,1430361436,316,592,4.192446043165468
3511,5095,33,805,1.0,939716819,32,216,3.657142857142857
11736,16672,105,66097,3.0,1446750714,104,1111,3.7
15463,22078,144,4979,3.5,1136813105,143,847,3.6838235294117645
26746,38169,261,56367,5.0,1404881646,260,1082,3.769230769230769
9516,13277,84,1101,4.0,858772292,83,281,3.3012048192771086
48765,72027,463,6947,3.5,1145460389,462,932,3.638888888888889
8249,11527,68,81847,4.0,1304374485,67,1146,3.9166666666666665
30381,43622,292,2701,3.0,1015374698,291,614,2.207547169811321
65452,98551,607,1307,4.0,963079252,606,360,3.8588235294117648
62169,91783,596,1136,4.0,1535709619,595,286,4.161764705882353
6830,9556,64,1221,5.0,1161528995,63,313,4.25968992248062
1430,1921,18,2268,4.0,1456672532,17,534,3.789473684210526
59140,87597,564,64957,1.5,1478454274,563,1109,3.5945945945945947
33962,49176,318,3052,4.0,1413628035,317,668,3.6455696202531644
24312,34701,232,68157,4.5,1269465489,231,1114,4.136363636363637
39600,56923,380,317,4.0,1493422855,379,100,3.2037037037037037
60116,89079,577,733,3.0,945967541,576,199,3.6404958677685952
30127,43279,290,1136,4.0,974938796,289,286,4.161764705882353
54441,80959,511,4973,4.0,1450094205,510,845,4.183333333333334
36993,53474,352,115713,4.5,1493674289,351,1214,3.9107142857142856
57592,85272,554,2542,5.0,944899345,553,591,4.052238805970149
33566,48684,314,707,3.0,834825548,313,194,2.880952380952381
39767,57133,380,2001,4.0,1508109492,379,478,3.1808510638297873
22250,31691,219,2167,2.5,1214043555,218,524,3.3620689655172415
51989,77506,483,2706,3.5,1415579359,482,615,3.378640776699029
23173,32980,225,588,4.0,949111248,224,174,3.7923497267759565
40866,59097,385,1093,3.0,865026512,384,278,3.4054054054054053
28398,40739,275,1912,5.0,1049078728,274,457,3.859375
18304,25968,180,2761,4.0,1270237599,179,626,4.051282051282051
17661,24955,177,551,4.0,1435534171,176,166,3.553763440860215
15332,21918,143,6377,4.0,1444769084,142,911,3.9609929078014185
35447,51372,332,288,3.5,1352672548,331,91,3.233695652173913
33527,48641,314,356,4.0,834241426,313,115,4.164133738601824
39372,56605,376,2002,3.5,1364932675,375,479,2.9347826086956523
32103,46234,305,8528,4.0,1460303213,304,961,3.551282051282051
20691,29412,202,357,4.0,974923638,201,116,3.5194174757281553
54041,80341,507,377,5.0,838964728,506,126,3.5292397660818713
18191,25844,178,2231,4.5,1163673637,177,529,3.861111111111111
63577,94683,599,61323,2.5,1498517099,598,1102,3.4871794871794872
37108,53611,354,588,3.5,1200870144,353,174,3.7923497267759565
64667,96788,603,2959,4.0,963176105,602,652,4.272935779816514
5333,7614,51,2724,3.5,1230929521,50,624,2.8333333333333335
58148,86156,560,778,4.5,1469648003,559,207,4.03921568627451
8901,12428,78,589,4.5,1252574790,77,175,3.970982142857143
10449,14901,95,1198,5.0,1069614382,94,297,4.2075
15834,22521,153,45720,0.5,1525550567,152,1036,3.5588235294117645
19231,27560,187,527,4.0,1161872571,186,159,4.225
21544,30620,214,1356,3.0,853937959,213,369,3.879120879120879
64937,97351,605,69844,4.5,1277175829,604,1122,3.8879310344827585
53985,80257,505,327,2.5,1298779495,504,102,2.823529411764706
54564,81101,514,457,4.0,1534051794,513,142,3.9921052631578946
63990,95549,600,2987,3.0,1237712666,599,656,3.5721649484536084
32846,47731,308,357,0.5,1421374367,307,116,3.5194174757281553
18336,26008,181,172,1.0,845469842,180,53,2.6792452830188678
7313,10136,66,2115,3.0,1099187073,65,512,3.638888888888889
28257,40511,274,69844,3.5,1257958718,273,1122,3.8879310344827585
55530,82481,523,168252,5.0,1503126125,522,1234,4.28
54132,80445,509,2052,3.0,1436000140,508,494,2.760869565217391
37344,53855,356,441,4.5,1229140337,355,138,3.9285714285714284
28706,41183,279,82459,3.0,1506395617,278,1148,3.75
48952,72268,465,3681,4.0,959895645,464,745,4.151515151515151
48337,71343,457,3608,2.0,993610653,456,739,2.94
56265,83444,530,349,4.0,843226722,529,111,3.6045454545454545
56552,83785,534,30825,5.0,1459787999,533,993,3.106060606060606
63402,93913,599,4641,3.0,1498523380,598,827,3.5
62373,92031,596,74458,3.5,1535708406,595,1130,4.022388059701493
43111,62466,414,380,4.0,961438476,413,128,3.497191011235955
10691,15203,98,60040,4.0,1532457540,97,1094,3.1714285714285713
8765,12275,76,480,2.0,1439168176,75,148,3.75
3159,4531,28,7458,4.0,1234516149,27,954,3.4270833333333335
10014,14279,91,1129,5.0,1112716825,90,285,3.448717948717949
19989,28534,198,4023,5.0,1034195998,197,791,3.130434782608696
56259,83438,530,161,3.0,843226836,529,48,3.6359223300970873
26834,38282,263,1101,4.0,941591851,262,281,3.3012048192771086
35003,50902,328,91658,1.0,1494211282,327,1171,3.488095238095238
3651,5284,35,236,4.0,830939695,34,74,3.477777777777778
23670,33638,227,111759,4.0,1447210130,226,1207,3.977272727272727
8934,12466,78,8528,4.5,1252574829,77,961,3.551282051282051
9789,13649,89,4306,3.0,1520408313,88,811,3.8676470588235294
51222,76418,480,1407,3.0,1179178067,479,390,3.2
28597,41068,279,50,3.5,1506394189,278,25,4.237745098039215
45103,66275,426,88810,4.0,1451080582,425,1164,3.8333333333333335
54788,81490,515,58559,5.0,1513602034,514,1088,4.238255033557047
34181,49716,318,94959,3.5,1424546941,317,1176,3.7758620689655173
4737,6679,45,2094,3.0,950741075,44,506,3.2564102564102564
22245,31686,219,2081,3.0,1194932174,218,502,3.425373134328358
34941,50837,328,6333,0.5,1494211081,327,907,3.723684210526316
65397,98482,607,34,3.0,963079238,606,18,3.65234375
35934,51966,337,1073,5.0,860255784,336,267,3.8739495798319328
4061,5748,41,5418,2.0,1459368584,40,869,3.8169642857142856
41083,59373,387,1073,4.5,1094877164,386,267,3.8739495798319328
36837,53244,352,1801,3.0,1493673871,351,447,3.5
27059,38555,265,1240,5.0,965314811,264,323,3.8969465648854964
14576,20802,137,1299,5.0,1204863767,136,357,4.017857142857143
13004,18761,120,733,4.0,860070029,119,199,3.6404958677685952
60058,88999,575,296,5.0,926510724,574,94,4.197068403908795
26885,38344,263,2571,4.0,940383549,262,592,4.192446043165468
26609,37969,259,5945,5.0,1146845453,258,891,3.173076923076923
63960,95499,600,2640,3.5,1237764516,599,603,3.6065573770491803
48725,71939,462,88125,2.5,1312346375,461,1159,3.91
2241,3249,21,733,3.5,1412967983,20,199,3.6404958677685952
16742,23835,165,5377,4.0,1046741356,164,866,3.715909090909091
53300,79332,492,628,3.0,863976101,491,186,3.642857142857143
56078,83189,527,736,3.0,1033175858,526,200,3.321138211382114
32104,46235,305,8529,3.0,1490298147,304,962,3.3191489361702127
44125,65051,415,3148,4.0,1382469623,414,683,3.75
58707,86880,561,6377,3.5,1491092137,560,911,3.9609929078014185
11616,16470,105,6708,4.0,1446571977,104,920,3.7205882352941178
28546,41008,276,780,5.0,858350384,275,208,3.4455445544554455
45852,67206,434,3107,3.5,1270602424,433,679,3.3043478260869565
49331,72712,469,2100,3.0,965425831,468,508,3.1176470588235294
14937,21275,140,1792,3.0,967049059,139,446,3.0217391304347827
32005,46110,305,2761,4.5,1518859007,304,626,4.051282051282051
7177,9968,65,74458,4.5,1494768535,64,1130,4.022388059701493
36972,53433,352,94864,4.5,1493674430,351,1175,3.2962962962962963
16204,23108,158,1409,2.5,1290764827,157,392,2.5
65656,98810,608,743,1.5,1117504887,607,202,2.5172413793103448
51614,77036,480,46970,5.0,1179165610,479,1041,3.25
9349,13018,83,4963,3.0,1333843526,82,844,3.8445378151260505
320,437,4,2359,4.0,964622590,3,551,3.673076923076923
25946,36767,249,7438,4.5,1517106774,248,949,3.868181818181818
6196,8769,61,1214,4.5,1145532688,60,309,3.969178082191781
1002,1452,15,849,2.0,1299425064,14,221,2.9204545454545454
6862,9589,64,1517,4.0,1161520656,63,402,3.535
3717,5368,37,380,2.0,845239388,36,128,3.497191011235955
6185,8758,61,293,4.5,1145532599,60,93,4.018796992481203
20358,29022,200,1784,3.0,1229877667,199,445,3.6979166666666665
15666,22313,151,107,3.0,855947372,150,36,3.326923076923077
29905,42847,288,3869,4.0,978619068,287,767,3.423076923076923
30848,44418,295,2058,1.5,1320064403,294,496,3.35
27681,39359,274,724,3.0,1171172450,273,198,3.032258064516129
581,891,7,750,4.0,1106636810,6,205,4.268041237113402
66247,99670,610,2076,5.0,1493850307,609,499,3.9456521739130435
1597,2145,18,72378,3.0,1455529598,17,1126,2.619047619047619
43467,63090,414,2329,5.0,961516921,413,545,4.217054263565892
17897,25263,177,3624,3.0,1435524595,176,742,3.1511627906976742
54236,80592,509,8984,3.5,1435993653,508,984,3.2906976744186047
53259,79260,491,7451,4.0,1522605552,490,952,3.7564102564102564
54903,81627,517,1234,2.0,1487953346,516,321,3.9765625
23955,33936,232,736,3.0,1182907373,231,200,3.321138211382114
1135,1602,16,1199,5.0,1377477911,15,298,4.177966101694915
55946,82983,525,61024,2.0,1476479753,524,1100,3.6774193548387095
65576,98714,608,231,3.0,1117504309,607,72,3.0601503759398496
34880,50774,328,2078,3.5,1494210562,327,500,3.830188679245283
7971,10973,68,4148,2.0,1158533513,67,799,2.9358974358974357
44290,65241,418,3147,4.5,1461865714,417,682,4.148648648648648
46352,67797,438,2797,3.5,1105649518,437,633,3.71978021978022
62128,91738,595,1711,3.0,938869189,594,435,3.1041666666666665
40600,58625,382,2078,4.5,1515161431,381,500,3.830188679245283
17234,24416,169,1967,3.5,1078285453,168,472,3.8214285714285716
29064,41635,282,5995,4.0,1378498756,281,898,4.108695652173913
6452,9100,62,122892,4.0,1521490136,61,1221,3.5185185185185186
16215,23119,158,3363,3.0,1290764796,157,712,3.8488372093023258
975,1424,14,539,4.0,835441415,13,162,3.4716981132075473
31323,45132,298,56775,2.0,1449592661,297,1084,3.0416666666666665
12332,17905,112,2,1.5,1513989948,111,1,3.4318181818181817
57567,85236,554,1207,5.0,944901745,553,304,4.120689655172414
13495,19385,125,68157,2.5,1474481035,124,1114,4.136363636363637
19533,27982,191,293,5.0,829760898,190,93,4.018796992481203
56964,84464,542,3948,4.0,1163387336,541,772,3.4175824175824174
1758,2424,19,783,4.0,965709144,18,209,3.3297872340425534
46760,68440,445,1197,5.0,1454622090,444,296,4.232394366197183
52778,78589,489,912,4.0,1332772997,488,234,4.24
45633,66934,432,5507,1.5,1315242710,431,877,2.7708333333333335
43829,64289,414,7438,4.0,1085493606,413,949,3.868181818181818
40602,58628,382,2294,4.5,1515171417,381,540,3.2444444444444445
26009,36878,249,48780,3.5,1346757756,248,1050,4.0055555555555555
64818,97143,605,1,4.0,1277097561,604,0,3.9209302325581397
4579,6498,45,172,3.0,950740896,44,53,2.6792452830188678
24337,34764,233,150,2.0,1524781261,232,43,3.845771144278607
1958,2784,19,2687,2.0,965709025,18,609,3.4583333333333335
44794,65934,425,480,3.5,1085477172,424,148,3.75
17160,24334,169,150,4.5,1078284469,168,43,3.845771144278607
13299,19111,122,122882,5.0,1461561216,121,1219,3.8191489361702127
33727,48868,317,4262,5.0,1430512248,316,808,3.9328358208955225
9215,12815,82,2001,4.5,1084463768,81,478,3.1808510638297873
44456,65466,420,923,3.5,1218041914,419,242,4.043478260869565
34886,50781,328,2174,5.0,1494211405,327,525,3.4725274725274726
32320,46742,307,24,2.0,1186162409,306,13,3.125
42094,61104,398,7361,4.0,1311207930,397,947,4.1603053435114505
6839,9565,64,1266,3.5,1161528922,63,340,4.111111111111111
57134,84698,546,3868,3.0,973588464,545,766,3.4047619047619047
40978,59227,386,593,4.0,842610203,385,178,4.161290322580645
7568,10477,68,593,3.5,1158531247,67,178,4.161290322580645
11920,17096,109,62,5.0,841108564,108,29,3.70625
16898,24013,166,8665,5.0,1190828516,165,968,3.7866666666666666
47002,68699,448,339,3.0,1104840673,447,106,3.4693877551020407
45189,66400,428,541,3.5,1111524640,427,163,4.100806451612903
52737,78543,489,480,3.5,1333101257,488,148,3.75
44474,65492,420,2329,4.0,1218037116,419,545,4.217054263565892
58547,86685,561,1380,2.0,1491095292,560,382,3.139705882352941
60739,89882,583,7451,3.0,1481474457,582,952,3.7564102564102564
44327,65279,418,91500,4.0,1461868113,417,1167,3.435185185185185
52751,78559,489,592,4.0,1334170003,488,177,3.4285714285714284
33571,48691,314,786,3.0,839857674,313,212,3.109375
36678,53012,349,589,4.0,834751082,348,175,3.970982142857143
6872,9599,64,1645,2.5,1161529243,63,425,3.411764705882353
56811,84285,540,47,4.5,1179109020,539,23,3.9753694581280787
60959,90134,586,8644,3.0,1529899272,585,967,3.4918032786885247
4754,6699,45,2470,1.0,950740565,44,579,3.175438596491228
25215,35848,243,586,3.0,837155283,242,172,2.9956896551724137
40464,58411,381,8529,4.0,1200824242,380,962,3.3191489361702127
23298,33132,226,784,4.0,1095662965,225,210,2.8055555555555554
14662,20932,139,5349,3.0,1453924140,138,865,3.540983606557377
19395,27812,188,1269,3.0,962560423,187,342,3.8793103448275863
3089,4413,28,3499,3.0,1242032361,27,728,3.840909090909091
3703,5353,36,5464,1.5,1100803567,35,874,3.520408163265306
63245,93495,599,2723,2.0,1498510240,598,623,3.08974358974359
1455,1948,18,3147,4.0,1455231412,17,682,4.148648648648648
35234,51147,330,3977,2.0,1285905497,329,777,2.7222222222222223
48510,71538,461,68157,0.5,1505935473,460,1114,4.136363636363637
10326,14764,93,1097,5.0,942946932,92,280,3.7663934426229506
25524,36240,247,4306,3.5,1467644201,246,811,3.8676470588235294
46294,67728,438,1732,2.5,1105829158,437,440,3.9245283018867925
57235,84836,551,2959,4.5,1504320876,550,652,4.272935779816514
21962,31259,217,2124,3.0,955935270,216,513,3.289473684210526
63396,93854,599,4369,2.5,1498514977,598,819,3.066666666666667
23445,33309,226,3386,4.0,1096420355,225,713,3.5
40045,57647,380,32587,4.0,1493423259,379,997,3.857142857142857
50261,74953,474,8798,3.5,1104519139,473,971,3.7613636363636362
57238,84839,551,3948,3.0,1504925723,550,772,3.4175824175824174
62972,93013,599,1148,4.5,1498533710,598,287,4.035714285714286
14751,21046,139,72998,1.5,1453924231,138,1128,3.6030927835051547
20225,28867,199,5995,5.0,1112634613,198,898,4.108695652173913
10769,15318,100,266,4.0,1100183734,99,85,3.3970588235294117
2998,4294,28,1249,4.0,1234515648,27,328,4.071428571428571
51293,76495,480,2329,5.0,1179160064,479,545,4.217054263565892
21052,29942,206,36,5.0,850763310,205,19,3.8358208955223883
7731,10674,68,1918,3.5,1230498116,67,459,2.8484848484848486
35996,52053,339,1233,4.5,1460970827,338,320,4.2125
5484,7861,52,57368,5.0,1468051980,51,1086,3.3518518518518516
38796,55910,369,1500,4.5,1237081565,368,400,3.610169491525424
